"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"3601","Tone Span Fall2017_itemScoring",520,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T20:41:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">1415786027661</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T20:41:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-520-1",60.029,"1.0.0.172",1,-1552626289,"","2.0.10.242","2.0.10.242","10/10/17","10/10/17 20:41","15:41:05","2.0.10.147",4,5,74,NA,7,3312.5,5,1,4,48,67,21,22,24,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7149,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,2,NA,NA,"MLH",1,NA,NA,"M",TRUE,37,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"520","NO RESPONSE",""
"3691","Tone Span Fall2017_itemScoring",521,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T17:43:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">2959752674</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T17:43:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-521-1",59.73,"1.0.0.166",1,-1334642175,"Professional","2.0.10.353","2.0.10.353","10/11/17","10/11/17 17:43","12:43:19","2.0.10.248",4,5,74,NA,6,5621.459459,5,1,4,22,60,20,19,21,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15406,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,6,NA,NA,"MLH",1,NA,NA,"M",FALSE,37,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",16,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"521","NO RESPONSE",""
"3781","Tone Span Fall2017_itemScoring",522,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T17:42:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727548</Frequency><Timestamp dt:dt=""r8"">2177978139</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T17:42:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-522-1",60.03,"1.0.0.172",1,-2116448654,"","2.0.10.242","2.0.10.242","10/11/17","10/11/17 17:42","12:42:38","2.0.10.147",4,2,78,NA,3,2810.910256,5,1,4,63,69,25,19,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLHLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6745,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,2,NA,NA,"HMLHLMH",1,NA,NA,"H",TRUE,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"522","NO RESPONSE",""
"3871","Tone Span Fall2017_itemScoring",523,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T19:41:32Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">22980726741</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T19:41:32Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-523-1",59.73,"1.0.0.166",1,1506073077,"Professional","2.0.10.353","2.0.10.353","10/11/17","10/11/17 19:41","14:41:32","2.0.10.248",4,5,74,NA,5,2545.702703,5,1,4,43,61,18,20,23,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHMHLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6780,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,9,NA,NA,"MLHMHLH",1,NA,NA,"M",FALSE,37,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"523","NO RESPONSE",""
"3961","Tone Span Fall2017_itemScoring",524,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T19:48:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">23605520344</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T19:48:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-524-1",62.491,"1.0.0.174",1,2130865911,"Professional","2.0.10.353","2.0.10.353","10/11/17","10/11/17 19:48","14:48:19","2.0.10.248",4,2,79,NA,2,5147.873418,5,1,4,26,50,10,19,21,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14777,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"HLMLH",1,NA,NA,"H",FALSE,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",3,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"524","NO RESPONSE",""
"4051","Tone Span Fall2017_itemScoring",525,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T19:43:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727548</Frequency><Timestamp dt:dt=""r8"">21997143856</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T19:43:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-525-1",60.026,"1.0.0.172",1,522828390,"","2.0.10.242","2.0.10.242","10/11/17","10/11/17 19:43","14:43:45","2.0.10.147",4,2,77,NA,3,2179.714286,5,1,4,49,68,20,24,24,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5768,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,7,NA,NA,"MLHLMH",1,NA,NA,"M",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"525","NO RESPONSE",""
"4141","Tone Span Fall2017_itemScoring",526,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T14:36:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">60883106902</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T14:36:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-526-1",60.026,"1.0.0.172",1,754111021,"","2.0.10.242","2.0.10.242","10/12/17","10/12/17 14:36","9:36:18","2.0.10.147",4,11,69,NA,11,2138.405797,5,1,4,19,57,17,18,22,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHHLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17644,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,2,NA,NA,"LMHHLM",2,NA,NA,"L",TRUE,47,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",9,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"526","NO RESPONSE",""
"4231","Tone Span Fall2017_itemScoring",527,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T17:00:29Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">26310180116</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T17:00:29Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-527-1",59.731,"1.0.0.166",1,540558273,"Professional","2.0.10.353","2.0.10.353","10/12/17","10/12/17 17:00","12:00:29","2.0.10.248",4,8,71,NA,9,2634.323944,5,1,4,29,49,17,10,22,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHHMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6652,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,4,NA,NA,"MLHHMLH",1,NA,NA,"M",TRUE,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",2,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"527","NO RESPONSE",""
"4321","Tone Span Fall2017_itemScoring",528,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T17:05:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">85311758109</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T17:05:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-528-1",60.032,"1.0.0.172",1,-587386237,"","2.0.10.242","2.0.10.242","10/12/17","10/12/17 17:05","12:05:35","2.0.10.147",4,2,77,NA,3,3431.857143,5,1,4,44,64,23,18,23,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9738,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,10,NA,NA,"MLHM",1,NA,NA,"M",FALSE,30,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"528","NO RESPONSE",""
"4411","Tone Span Fall2017_itemScoring",529,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T19:05:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">47540576287</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T19:05:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-529-1",59.731,"1.0.0.166",1,296117802,"Professional","2.0.10.353","2.0.10.353","10/12/17","10/12/17 19:05","14:05:50","2.0.10.248",4,6,73,NA,8,2122,5,1,4,28,57,18,17,22,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4417,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,10,NA,NA,"HLMHM",1,NA,NA,"H",FALSE,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"529","NO RESPONSE",""
"4501","Tone Span Fall2017_itemScoring",530,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T21:12:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">69016969919</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T21:12:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-530-1",59.731,"1.0.0.166",1,297676552,"Professional","2.0.10.353","2.0.10.353","10/12/17","10/12/17 21:12","16:12:38","2.0.10.248",4,2,78,NA,2,2687.269231,5,1,4,56,69,21,23,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLHLML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7708,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,7,NA,NA,"MHLHLML",1,NA,NA,"M",FALSE,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"530","NO RESPONSE",""
"4591","Tone Span Fall2017_itemScoring",531,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T19:39:01Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">1028564666218</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T19:39:01Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-531-1",59.73,"1.0.0.166",1,2068034812,"Professional","2.0.10.353","2.0.10.353","10/16/17","10/16/17 19:39","14:39:02","2.0.10.248",4,5,73,NA,7,3136.123288,5,1,4,66,70,23,22,25,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6616,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,7,NA,NA,"HML",2,NA,NA,"H",FALSE,43,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"531","NO RESPONSE",""
"4681","Tone Span Fall2017_itemScoring",532,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T19:40:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822949</Frequency><Timestamp dt:dt=""r8"">982963206131</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T19:40:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-532-1",62.495,"1.0.0.174",1,-583734720,"Professional","2.0.10.353","2.0.10.353","10/16/17","10/16/17 19:40","14:40:51","2.0.10.248",4,5,76,NA,5,2761.026316,5,1,4,22,47,12,13,22,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMLHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5328,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,10,NA,NA,"LMHMLHH",1,NA,NA,"L",FALSE,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"532","NO RESPONSE",""
"4771","Tone Span Fall2017_itemScoring",533,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T19:47:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">1054400751798</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T19:47:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-533-1",60.027,"1.0.0.172",1,2134298899,"","2.0.10.242","2.0.10.242","10/16/17","10/16/17 19:47","14:47:10","2.0.10.147",4,5,71,NA,9,2210.647887,5,1,4,51,64,20,20,24,NA,NA,"SessionProc","OSPAN",4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLMLHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3755,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,5,NA,NA,"MHLMLHH",1,NA,NA,"M",TRUE,32,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"533","NO RESPONSE",""
"4861","Tone Span Fall2017_itemScoring",534,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T17:51:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">1010337227000</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T17:51:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-530-1",59.731,"1.0.0.166",1,1020470370,"Professional","2.0.10.353","2.0.10.353","10/16/17","10/16/17 17:51","12:51:24","2.0.10.248",4,2,74,NA,7,2120.175676,5,1,4,42,63,19,22,22,NA,NA,"SessionProc","OSPAN",5,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3787,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,TRUE,5,NA,NA,"LHMM",1,NA,NA,"L",TRUE,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",12,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"534","EMAILED "," I tried to continuously repeat the words """"hi"""", """"lo"""" and """"mid"""" (like a chant somewhat) in the correct pattern of the tones, adding on each time I heard a new tone. I also sometimes tried to imagine them visually as a high dot, a middle dot, and a low dot and would sort of �hop� from one to the other in my brain and create a path that represented the tone orders. I tried to keep these things continuously on a loop in the back of my head while trying to use as little of my focus as possible to answer the math problems and still get them right."
